LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
singen,verb,singen,singt,sang,gesungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
reduzieren,verb,reduzieren,reduziert,reduzierte,reduziert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
gründen,verb,gründen,gründet,gründete,gegründet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
wählen,verb,wählen,wählt,wählte,gewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
kürzen,verb,kürzen,kürzt,kürzte,gekürzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
wohnen,verb,wohnen,wohnt,wohnte,gewohnt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
stattfinden,verb,stattfinden,findet statt,fand statt,stattgefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
realisieren,verb,realisieren,realisiert,realisierte,realisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
enthalten,verb,enthalten,enthält,enthielt,enthalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
liefern,verb,liefern,liefert,lieferte,geliefert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
kennen,verb,kennen,kennt,kannte,gekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
konzipieren,verb,konzipieren,konzipiert,konzipierte,konzipiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
helfen,verb,helfen,hilft,half,geholfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zurückkehren,verb,zurückkehren,kehrt zurück,kehrte zurück,zurückgekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verändern,verb,verändern,verändert,veränderte,veränderte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kämpfen,verb,kämpfen,kämpft,kämpfte,gekämpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
singen,verb,singen,singt,sang,gesungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gestalten,verb,gestalten,gestaltet,gestaltete,gestaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
anlegen,verb,anlegen,legt an,legte an,angelegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
legen,verb,legen,legt,legte,gelegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verlassen,verb,verlassen,verlässt,verließ,verlassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
komponieren,verb,komponieren,komponiert,komponierte,komponiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
erzielen,verb,erzielen,erzielt,erzielte,erzielt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
abdrehen,verb,abdrehen,dreht ab,drehte ab,abgedreht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
lehnen,verb,lehnen,lehnt,lehnte,gelehnt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verkünden,verb,verkünden,verkündet,verkündete,verkündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
vereinen,verb,vereinen,vereint,vereinte,vereint,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
abschließen,verb,abschließen,schließt ab,schloss ab,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
entsprechen,verb,entsprechen,entspricht,entsprach,entsprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
sprechen,verb,sprechen,spricht,sprach,gesprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verkaufen,verb,verkaufen,verkauft,verkaufte,verkauft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
vermitteln,verb,vermitteln,vermittelt,vermittelte,vermittelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kommen,verb,kommen,kommt,kam,gekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kommen,verb,kommen,kommt,kam,gekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verfolgen,verb,verfolgen,verfolgt,verfolgte,verfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kündigen,verb,kündigen,kündigt,kündigte,gekündigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
schließen,verb,schließen,schließt,schloss,geschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
vorsehen,verb,vorsehen,sieht vor,sah vor,vorgesehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verteilen,verb,verteilen,verteilt,verteilte,verteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bleiben,verb,bleiben,bleibt,blieb,geblieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bereitstellen,verb,bereitstellen,stellt bereit,stellte bereit,bereitgestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zurückkehren,verb,zurückkehren,kehrt zurück,kehrte zurück,zurückgekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
wissen,verb,wissen,weiß,wusste,gewusst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
einsetzen,verb,einsetzen,setzt ein,setzte ein,eingesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verlassen,verb,verlassen,verlässt,verließ,verlassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
lernen,verb,lernen,lernt,lernte,gelernt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
richten,verb,richten,richtet,richtete,gerichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sichern,verb,sichern,sichert,sicherte,gesichert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
empfangen,verb,empfangen,empfängt,empfing,empfangen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
konzipieren,verb,konzipieren,konzipiert,konzipierte,konzipiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verschieben,verb,verschieben,verschiebt,verschob,verschoben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
erinnern,verb,erinnern,erinnert,erinnerte,erinnert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
wirken,verb,wirken,wirkt,wirkte,gewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
reisen,verb,reisen,reist,reiste,gereist,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
realisieren,verb,realisieren,realisiert,realisierte,realisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
fortführen,verb,fortführen,führt fort,führte fort,führte fort,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verteilen,verb,verteilen,verteilt,verteilte,verteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
abdrehen,verb,abdrehen,dreht ab,drehte ab,abgedreht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
auftreten,verb,auftreten,tritt auf,trat auf,aufgetreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
aufgreifen,verb,aufgreifen,greift auf,griff auf,aufgegriffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
ändern,verb,ändern,ändert,änderte,geändert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
erklären,verb,erklären,erklärt,erklärte,erklärt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
einsetzen,verb,einsetzen,setzt ein,setzte ein,eingesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
sichern,verb,sichern,sichert,sicherte,gesichert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
anbieten,verb,anbieten,bietet an,bot an,angeboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verändern,verb,verändern,verändert,veränderte,veränderte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
reisen,verb,reisen,reist,reiste,gereist,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
entdecken,verb,entdecken,entdeckt,entdeckte,entdeckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
knüpfen,verb,knüpfen,knüpft,knüpfte,geknüpft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verwickeln,verb,verwickeln,verwickelt,verwickelte,verwickelte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
ändern,verb,ändern,ändert,änderte,geändert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
uraufführen,verb,uraufführen,uraufführt,uraufführte,uraufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
empfangen,verb,empfangen,empfängt,empfing,empfangen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
betreiben,verb,betreiben,betreibt,betrieb,betrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
interpretieren,verb,interpretieren,interpretiert,interpretierte,interpretiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
beschließen,verb,beschließen,beschließt,beschloss,beschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
einführen,verb,einführen,führt ein,führte ein,eingeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
kennen,verb,kennen,kennt,kannte,gekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beenden,verb,beenden,beendet,beendete,beendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beleuchten,verb,beleuchten,beleuchtet,beleuchtete,beleuchtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verfolgen,verb,verfolgen,verfolgt,verfolgte,verfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
treten,verb,treten,tritt,trat,getreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
anbieten,verb,anbieten,bietet an,bot an,angeboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
unterteilen,verb,unterteilen,unterteilt,unterteilte,unterteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
reisen,verb,reisen,reist,reiste,gereist,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
entdecken,verb,entdecken,entdeckt,entdeckte,entdeckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
publizieren,verb,publizieren,publiziert,publizierte,publiziert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
beschützen,verb,beschützen,beschützt,beschützte,beschützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
inszenieren,verb,inszenieren,inszeniert,inszenierte,inszenierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
lernen,verb,lernen,lernt,lernte,gelernt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
abschließen,verb,abschließen,schließt ab,schloss ab,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schaffen,verb,schaffen,schafft,schuf,geschaffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
uraufführen,verb,uraufführen,uraufführt,uraufführte,uraufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ausstrahlen,verb,ausstrahlen,strahlt aus,strahlte aus,ausgestrahlt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
unterteilen,verb,unterteilen,unterteilt,unterteilte,unterteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
rufen,verb,rufen,ruft,rief,gerufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
animieren,verb,animieren,animiert,animierte,animiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
abschließen,verb,abschließen,schließt ab,schloss ab,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
verwickeln,verb,verwickeln,verwickelt,verwickelte,verwickelte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verkaufen,verb,verkaufen,verkauft,verkaufte,verkauft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bekanntgeben,verb,bekanntgeben,gibt bekannt,gab bekannt,bekanntgegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwendete,verwandte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
abschließen,verb,abschließen,schließt ab,schloss ab,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
bestätigen,verb,bestätigen,bestätigt,bestätigte,bestätigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
ergänzen,verb,ergänzen,ergänzt,ergänzte,ergänzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
animieren,verb,animieren,animiert,animierte,animiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
veranstalten,verb,veranstalten,veranstaltet,veranstaltete,veranstaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
publizieren,verb,publizieren,publiziert,publizierte,publiziert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
widmen,verb,widmen,widmet,widmete,gewidmet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
